ibgecode,mun,uf,div_regiao,distcap,ideb_2005,ideb_2007,ideb_2009,ideb_2011,mtm_2005,mtm_2007,mtm_2009,mtm_2011,lp_2005,lp_2007,lp_2009,lp_2011,pop_2005,Dpibpc_0005,pibpc_2005,pibpc_2007,pibpc_2009,pibpc_2011,idh_2000
2516904,918,PB,1,398,2.6,2.9,3.1,3,159.8,163.39,166.2,172.99,151.4,145.91,146.87,151.21,13333,-0.323181209,0.94567641,1.27734984,1.423417722,1.388522345,0.485
2517001,921,PB,0,109,2.7,3.6,3.5,3.4,180,178.61,184.92,180.3,173.8,171.18,172.42,160.67,8515,-2.27762134,1.284570658,1.448578419,1.527418311,1.393083149,0.406
2517407,951,PB,0,269,3.2,3.7,3.1,4.3,165.2,164.45,151.67,179.79,146.4,147.13,129.21,168.48,1951,1.617272588,0.002676868,0.002730213,0.00297184,0.002991886,0.484
2600054,2,PE,0,16,3.1,3.8,3.6,3.6,169,173.33,170.63,173.59,161.8,158.99,157.46,161.04,96560,0.885108616,17.28076418,17.32180196,18.74791337,19.62378087,0.561
2600104,9,PE,0,306,3.1,3.2,3.8,4.5,166.4,165.11,181.17,197.99,158,151.83,161.97,173.98,34993,1.917933401,1.689239399,2.024822604,2.226187146,1.97501623,0.518
2600203,11,PE,0,677,3.3,3.3,4.1,4.3,181.2,176.37,198.84,203.09,165,160.41,170.65,166.09,16085,2.104802425,1.110785704,1.349315068,1.464451066,1.614458373,0.386
2600302,12,PE,0,125,2.8,2.9,3.1,3.2,170.6,171.02,177.3,178.91,164,154.33,162.28,156.49,21316,3.203675836,2.727851424,3.37427967,3.701986755,5.068294889,0.436
2600401,16,PE,0,102,2.7,2.6,2.9,3.3,164.2,163.42,172.4,173.98,156.2,150.52,157.27,153.36,30162,-4.236365581,6.448930515,6.790990991,7.523496469,6.77276084,0.388
2600609,22,PE,0,214,2.6,2.6,3.3,4.1,171.2,171.56,183.55,196.77,162.6,154.32,167.33,175.35,13454,6.067034563,1.334105347,1.614826645,1.830835531,1.845486564,0.457
2600708,30,PE,0,63,2.3,2.3,3.1,2.9,159.4,156.07,169.18,166.54,148.6,143,153.38,145.73,37022,4.669539825,3.993664331,3.967209395,4.178176574,3.730530914,0.431
2600906,39,PE,0,73,2.8,3.4,3.7,3.8,162.8,172.04,182.66,174.52,154.8,156.17,164.26,161.93,22131,0.425216508,3.849078908,3.444788975,3.638381522,4.259400084,0.423
2601003,43,PE,0,180,2.7,2.8,3,3.6,176.4,174,176.65,176.41,160.8,149.16,156.91,152.93,9300,-2.529432616,0.217487886,0.239576547,0.248674219,0.209174353,0.434
2601052,56,PE,0,37,2.5,2.8,3.4,3.3,154.2,156.67,159.02,163.43,142.2,141.13,144.54,149.15,17475,-1.063486603,1.879505433,1.99520314,1.814958486,2.134402614,0.429
2601102,60,PE,1,622,2.7,2.8,4.1,4.1,172.2,177.63,190.8,187.67,164,161.39,170.18,173.57,77359,-4.886801231,2.895356686,3.600010094,4.03083004,4.657826339,0.441
2601201,63,PE,0,243,2.8,3.1,3.9,3.9,168.8,179.45,186.07,181.2,160.8,161.64,165.35,165.42,65249,1.696987005,12.08784123,13.20594428,13.4884871,14.14406586,0.556
2601300,89,PE,0,95,2.4,2.7,3.2,3.3,165.8,174.84,171.86,163.39,158,158.14,154.26,144.95,11202,0.372198746,1.706606095,2.139319509,2.242831893,2.077932657,0.371
2601409,96,PE,0,91,2.6,2.9,3.3,3.4,156.8,163.36,174.73,172.5,148.2,146.91,159.16,153.46,38243,4.18356047,6.408462389,7.77875383,7.835947592,6.351347528,0.471
2601508,107,PE,0,122,3.1,3.4,3.7,3.5,169,180.44,174.22,161.4,167.2,158.69,154.52,150.89,9637,2.519063877,0.360885094,0.359411391,0.372194766,0.382342563,0.404
2601607,108,PE,0,456,2.6,3.2,2.9,4.2,170.6,188.84,168.54,192.59,165.6,167.36,153.49,174.85,18458,-0.181435938,1.119780036,1.262043775,1.320095773,1.318104811,0.482
2601706,111,PE,0,173,3.5,3.2,2.8,3.3,177.2,173.01,175.75,184.49,169.2,157.32,154.53,167.94,73735,0.752074083,10.85492228,13.37128171,14.80436456,16.33561963,0.477
2601805,116,PE,0,348,2.5,3.5,3.9,NA,158.4,176.4,179.28,NA,144.6,150.82,166.87,NA,11354,1.13210933,0.775279851,0.887680291,0.94815289,1.057064953,0.409
2601904,118,PE,0,103,3.3,3.6,4.2,3.8,178.8,180.57,182.97,189.21,169.6,164.51,170.4,172.48,60652,-0.612826481,7.325525874,7.617612639,7.456965777,8.13046533,0.458
2602001,125,PE,1,559,2.7,2.6,3,3.4,168.6,168.49,171.37,173.28,155,148.13,150.53,151.05,33751,3.080582688,1.480921032,1.629036204,1.930007621,2.287020893,0.391
2602100,126,PE,0,233,2.3,2.8,3.7,4.1,161.4,170.76,185.66,192.95,154.4,151.8,165.28,170.38,42654,2.114362835,2.417801362,2.806032361,3.51899849,4.330053108,0.4
2602209,127,PE,0,83,2.7,3.1,3.6,4.2,151.6,165.38,173.3,190.38,147.4,150.44,155,169.93,37148,1.750565618,0.608448529,0.692678167,0.760778428,0.80503399,0.442
2602308,131,PE,0,104,2.5,2.8,2.8,4.3,162.4,167.56,178.89,190.76,151.6,151.12,162.73,170.8,39492,2.114985677,4.42239972,4.734305338,5.148445162,5.312602483,0.414
2602407,137,PE,0,215,2.4,2.7,3.5,4.5,162.6,175.08,184.21,230.94,144.8,163.68,162.69,186.45,9047,8.060135492,0.287744405,0.320703955,0.30694697,0.309373865,0.364
2602506,138,PE,0,277,3.2,3.7,3.9,4.1,174.4,176.85,189.18,184.25,159.6,166.78,170.61,169.45,7200,0.205375721,0.578996554,0.671768707,0.682825193,0.735627178,0.401
2602605,139,PE,0,165,2.6,2.9,3.2,3.9,169.4,184.68,177.82,189.3,157.6,160.51,158.93,167.43,42434,1.677894311,2.03111909,2.061933136,2.19541126,2.542533137,0.404
2602704,144,PE,0,61,2.5,2.9,2.9,NA,156.8,164.81,158.73,NA,147.8,146.18,145.97,NA,11722,-1.276789877,0.603621669,0.618004064,0.646723647,0.657421913,0.447
2602803,145,PE,0,258,2.8,3.1,3,3.5,161.4,173.82,160.63,174.9,158.6,155.42,143.77,155.25,47957,16.45892085,7.29178417,9.51362241,11.53571429,10.92643492,0.377
2602902,152,PE,0,31,3,3.2,3.7,3.6,166.4,164.38,174.69,173.14,158.6,149.5,157.57,159.45,169229,7.166726531,324.9293286,279.6558163,283.774457,346.7519097,0.547
2603009,153,PE,0,491,2.4,2.8,3.8,4.4,148.8,158.13,172.47,196.25,135.6,141.1,157.79,161.94,28480,4.131124218,1.311288397,1.265175956,1.628065851,1.409921715,0.466
2603108,155,PE,0,156,2.8,3.1,3.5,3.8,179.8,181.13,181.93,182.87,165.2,164.53,162.11,163.22,17788,5.829352332,1.365563765,1.453824121,1.438958081,1.734215274,0.481
2603306,168,PE,0,177,3.1,3.5,2.7,3.6,161.8,172.45,166.58,176.25,154.2,148.77,149.95,156.95,13141,1.521661235,1.22655881,1.098773842,1.182717826,1.112516704,0.41
2603405,171,PE,0,361,2.5,2.3,4.2,4.2,172.4,151.27,217.39,197.29,159.8,138.71,167.03,171.27,7205,-4.439364285,0.512665286,0.594199702,0.604242329,0.524619858,0.41
2603454,173,PE,0,12,3.1,3.2,3.6,3.9,164.2,176.97,183.33,184.76,157.8,160.04,167.91,170.67,147056,0.985576346,12.42523103,12.86301114,13.30136382,13.34809076,0.582
2603504,175,PE,0,103,2.6,3,3.5,3.6,174,179.22,187.63,192.52,168.8,159.17,167.82,171.84,15922,2.162766315,4.953620287,4.847906404,5.20253912,6.050657215,0.445
2603603,185,PE,0,84,3.2,3.2,3.2,3.1,161,180.66,164.77,170.53,153.4,159.59,151.36,155.09,8067,2.054878301,5.713735239,4.750579662,6.175696358,7.064732143,0.466
2603801,195,PE,0,206,2.8,3.1,3.2,3.7,160.2,180.06,169.22,172.29,145,162.37,149.9,153.99,19543,-1.087273914,1.185344002,1.21848346,1.209540444,1.128571429,0.406
2603900,204,PE,0,322,3.8,4.3,5,5.5,187.2,195.32,209.03,218.52,171.2,178.3,183.69,191.7,17202,3.00633012,2.060715975,2.281137113,2.412966453,2.500381505,0.432
2603926,208,PE,0,427,2.5,2.3,3.3,3.4,178.2,155.29,174.82,170.15,154,143.88,152.98,151.1,9920,0.26497836,0.613343379,0.696412629,0.823161905,0.813859364,0.331
2604007,209,PE,0,47,3.6,3.1,4.2,3.7,177.4,175.44,181.98,167.25,172.8,161.42,166.42,156.36,69342,-1.301142198,13.14529166,12.91205255,13.39911224,17.20592158,0.562
2604106,211,PE,0,123,3.4,3.7,4,4.4,173.6,187.44,196.71,199.08,167.4,171.43,175.96,183.1,278655,1.531853311,43.69432614,58.86723418,61.64222643,54.25328907,0.558
2604155,213,PE,0,99,3.2,3.9,3.3,3.6,172.8,188.26,160.59,172.41,159.6,158.58,141.29,153.51,13836,4.121596505,2.311605723,2.54656655,2.884305139,3.794884717,0.417
2604205,217,PE,0,114,3,3.1,3.7,3.5,166,172.11,187.78,172.3,161.2,156.6,164.17,157.38,31093,-2.976960676,4.216199247,4.194016436,4.232910332,5.303612085,0.467
2604304,225,PE,1,482,3.2,2.9,3.8,4,175.8,164.03,176.69,183.58,156.8,148.4,156.65,164.23,9893,2.772971124,1.643279888,1.81822933,2.121311151,2.246481178,0.459
2604403,227,PE,0,37,2.9,2.7,3.3,3.4,152.8,154.77,162,171.28,145.4,141.27,146.43,154.16,11229,-6.344084237,1.975211466,2.578666667,2.810557342,3.255433393,0.447
2604502,228,PE,0,67,2.7,2.9,3.8,3.7,168.8,179.8,198.29,196.38,161.4,168.73,172.41,176.15,20229,0.120497765,2.386464017,2.386816286,2.509017926,2.644183403,0.427
2604601,240,PE,0,57,2.5,2.6,3.2,3.6,159.6,156,175.1,190.5,147.8,145.6,160.05,163.86,23894,-0.215789045,1.218982334,1.466739766,1.743140982,1.708442631,0.476
2604700,249,PE,0,199,2.7,2.8,3.6,3.3,167.8,182.64,178.9,173.67,159.8,160.83,166.25,155.99,17561,1.68523191,0.237175415,0.271691701,0.268206236,0.273786882,0.398
2604809,250,PE,0,86,3,3.4,3.4,3.6,169.6,175.35,175.98,179.45,157.8,155.9,156.49,162.8,12801,4.67723035,2.568529564,2.502530934,2.693490965,3.496709362,0.402
2604908,263,PE,0,90,3.3,3.1,3.9,3.5,173.8,171.86,187.34,180.59,164.6,157.67,171.15,164.52,33431,NA,NA,NA,NA,NA,0.379
2605004,264,PE,0,133,1.9,3.1,3.5,4.1,169.2,189.41,183.17,202.24,163,169.75,159.99,165.83,22604,NA,NA,NA,NA,NA,0.442
2605103,272,PE,0,304,2.8,2.5,3.6,4.3,157.6,166.69,178.33,190.34,149,153.61,162.19,173.71,30671,NA,NA,NA,NA,NA,0.459
2605152,283,PE,0,650,3.1,3.4,5.2,5.3,170.6,179.65,210.81,213.6,159.4,162.07,187.2,198.28,15314,3.959266671,1.313412385,1.491302547,1.760768423,2.185930424,0.403
2605202,292,PE,0,51,2.6,2.9,3.4,3.7,160.2,165.37,168.89,173.7,153,149.68,153.1,157.63,58281,-4.096700195,6.753138966,7.562232257,10.61127396,12.1488126,0.479
2605301,298,PE,1,538,2.6,2.5,3.5,4,174.4,182.76,179.58,191.36,162.8,161.13,159.99,168.07,32725,-0.077507341,0.240933368,0.271875216,0.285596211,0.32032743,0.412
2605400,302,PE,0,57,2.9,3.3,3.6,3.9,165.6,176.51,187.21,182.86,160.2,161.09,164.9,167.06,19064,-0.963148657,0.661873774,0.592949546,0.651886917,0.862791688,0.437
2605509,305,PE,0,78,3.4,3,3.6,3.8,170.6,172.6,178.21,180.95,167.8,158.1,162.49,161.55,10602,-1.064323758,2.877646412,3.346488202,3.535525621,3.881685364,0.45
2605608,307,PE,0,342,3.2,3.5,3.7,4.3,189,186.33,184.83,197.93,181.6,167.09,169.73,176.57,20205,1.46546655,1.890726187,2.038961039,2.276552988,2.303750507,0.42
2605707,309,PE,0,411,3,3,3.9,3.9,163,173.67,180.76,188.28,161,157.79,164.83,169.93,26966,-1.062426534,12.83713465,16.87736037,19.94983278,28.72379667,0.517
2605806,322,PE,0,114,2.9,3.3,4.1,3.9,183,193.81,205.73,199.96,171.4,167.87,185.06,179.25,12276,0.09578315,2.938671465,3.008565902,3.408388815,3.814399318,0.414
2605905,327,PE,0,81,2.4,2.6,3.2,3.3,163.4,167.37,172.92,170.25,153.4,149.23,153.94,153.32,26736,1.640961968,1.672678795,1.722290714,1.916173646,1.995288666,0.424
2606002,328,PE,0,200,2.7,3.1,3.7,3.7,168.6,175.68,179.26,177.91,160.2,158.6,164.26,164.59,126776,-1.973033803,26.94113642,35.11961682,37.11117479,48.32832985,0.533
2606101,332,PE,0,46,2.6,2.7,3.2,4,167.4,163.86,165.98,172.93,159,150.95,149.21,156.42,28021,-0.312046781,4.893074264,4.467032409,4.8079945,5.184400625,0.437
2606200,333,PE,0,56,3,3,3.2,3.5,160.8,167.33,167.44,178.11,153.4,152.61,152,161.54,75579,-3.173275312,13.08067874,12.74716079,14.17498199,15.96700619,0.511
2606309,337,PE,1,523,3.4,2.9,3.4,3.2,186.2,179.69,160.76,156.05,177.2,161.92,156.97,147.49,6212,6.230597445,2.006025441,1.831781915,2.461152477,2.675116946,0.408
2606408,340,PE,0,77,2.9,2.9,3.3,4.1,170.4,176.29,186.31,188.37,164,162.88,166.39,169.64,70899,2.117431091,3.460431161,3.783366809,3.927344362,4.092819479,0.496
2606507,355,PE,0,243,2.5,3.2,3.3,3.7,158.4,175.34,173.03,182.5,147.2,161.5,154.41,169.73,17130,8.036107431,2.869717488,2.981072885,3.470077707,3.780565996,0.334
2606606,360,PE,0,314,3.1,3.4,3.5,4.2,175,176.94,176.65,192.91,163.6,154.57,158.23,171.62,21984,7.68793596,2.59744583,3.056932502,3.248627494,3.586928787,0.394
2606705,361,PE,0,154,3,2.9,3.5,4.3,179.6,172.45,174.66,188.13,164.4,145.74,155.16,168.44,7369,10.36903241,0.800429185,0.945403311,1.075722676,1.070076093,0.428
2606804,366,PE,0,24,2.8,2.9,3.7,3.5,163.4,165.98,179.6,169.71,153.4,151.54,161.85,154.7,90904,-0.348119572,52.59387241,50.7997265,61.19000354,60.76237976,0.536
2606903,367,PE,0,291,3.2,3.7,4.6,4.4,168,180.79,198.22,192.67,164,157.82,175.22,173.07,11641,0.713462276,2.490984373,2.829713793,3.140817192,3.03736356,0.443
2607000,371,PE,0,337,2.5,2.9,3.7,4.3,167.2,177.27,194.81,192.22,151.6,153.45,163.61,173.73,14688,4.85709869,1.957959306,2.695218029,2.92369911,3.731925489,0.404
2607208,380,PE,0,43,2.7,3.2,3.4,3.5,158,169.34,175.76,169.52,150.2,152.57,158.61,155.22,67963,15.8374434,469.8994956,561.8005997,601.7299548,730.4256659,0.457
2607307,382,PE,1,583,2.5,2.9,3.7,4,166.2,174.72,183.13,188.45,150.8,155.32,161.12,166.72,24177,-3.292094243,0.823726057,0.880239873,1.000056212,1.178276045,0.417
2607406,389,PE,0,425,3.4,3.1,3.4,4.1,176.4,167.13,181.65,209.31,166.6,152.42,175.03,178.8,3933,-1.115295291,0.439961151,0.481906207,0.48686357,0.540885748,0.51
2607505,390,PE,0,297,2.5,2.9,3.1,3.7,154.4,167.31,165.52,173.58,143,145.84,148.35,160,26584,1.373282091,1.08818662,1.342088886,1.526020387,1.575909428,0.347
2607604,395,PE,0,34,3.1,3.5,3.8,3.6,163.2,171.3,180.1,168.06,162.6,155.05,159.56,152.84,18522,3.009651607,3.558454848,3.927606798,4.152767857,4.994202098,0.569
2607653,396,PE,0,76,2.6,3,3.2,3.3,162.8,165.61,166.23,170.38,154,153.39,153.97,153.75,35441,0.29038244,3.98406185,4.506229783,4.936409484,5.189418417,0.408
2607703,398,PE,0,265,2.9,2.8,3.9,3.9,161.2,168.14,187.67,186.07,159.6,152.13,167.05,168.14,14207,-2.702818944,0.907325684,1.083002833,1.113682185,1.241072265,0.449
2607752,400,PE,0,31,2.9,2.7,4,3.6,165,158.74,193.8,174.29,155.2,143.04,166.59,157.51,22439,1.186570993,55.92729498,53.89679634,51.41418564,48.79311131,0.507
2607802,404,PE,0,49,2.7,2.9,3,2.9,156,157.98,156.14,162.7,148,143.1,141.02,145.28,15528,2.02974366,2.156572869,2.442907445,2.846460537,3.414831606,0.429
2607901,410,PE,0,16,2.8,3.1,3.8,3.9,168,174.33,181.06,181.4,160.4,157.62,165.37,166.61,640722,1.711969113,86.69040248,89.11711507,95.34473228,100.4909747,0.625
2607950,423,PE,0,125,2.5,2.6,3.4,3,162.4,171.49,175.94,165.68,155.6,157.11,154.21,148.66,12485,-6.344084237,1.241780544,1.385637086,1.449788817,1.571051764,0.394
2608008,429,PE,0,178,2.3,2.4,3.2,3.4,167.6,166.97,187.57,179.41,149.8,147.43,158.54,154.77,14780,0.780992891,0.919624465,1.025258552,1.118963851,1.284561571,0.389
2608057,431,PE,0,393,3.2,3.7,4.4,4.3,184.2,184.78,193.59,186.11,171.6,165.94,178.77,169.98,14382,1.795489355,0.914495658,0.916292257,1.131641954,1.213032902,0.529
2608107,436,PE,0,81,2.6,3.5,3.8,3.9,155.8,177.38,178.35,182.62,146.2,158.6,164.39,166.73,26775,-1.373370053,2.214180207,2.844984975,3.232302103,3.45661157,0.427
2608206,441,PE,0,96,3,2.9,3.3,3.5,168.6,163.45,164.35,169.47,153.2,145.5,150.98,157.98,16065,-4.711001166,6.537124803,6.340146751,7.787190783,8.829942132,0.408
2608255,451,PE,0,191,2.5,3.1,4.1,4.3,162.6,177.13,188.57,203.23,151,161.99,168.02,173.98,10710,9.072060326,2.306742508,3.073805027,3.566501065,3.317223577,0.373
2608305,456,PE,0,184,2.5,2.6,3.6,4.2,154.6,162.01,184.27,207.23,145.8,145.76,168.05,174.05,12667,1.919640572,3.510777464,3.692080933,4.400360685,4.118767579,0.44
2608404,457,PE,0,157,2.1,2.6,3.3,3.6,152.6,168.09,175.13,173.35,145.2,148.68,154.64,159.95,14401,1.948276028,3.696779026,4.519616097,4.818078176,5.179061372,0.353
2608453,468,PE,0,54,3.3,3.4,3.6,3.4,170,175.18,166.85,163.94,161.8,157.77,155.97,155.77,14372,NA,1.985146217,2.37664042,2.519500646,2.651806624,0.493
2608503,469,PE,0,47,2.6,3.4,3.7,4,154,170.33,173.88,179.73,147,156.59,158.28,165.95,22468,11.07229516,4.445926824,3.030549804,4.312756285,4.37356929,0.413
2608602,470,PE,0,210,2.2,2.9,3.6,4,166.2,175.54,195.82,188.82,160.6,163.35,177.41,173.48,10728,6.071490658,4.709110003,4.834755964,5.040017029,5.829297531,0.377
2608701,473,PE,0,131,2.6,3.4,3.9,3.7,170,182.53,186.05,182.22,160.8,160.22,161.19,160.47,15685,1.142986385,0.951169438,1.047914963,1.058837485,1.229022373,0.391
2608750,474,PE,0,603,2.6,3,3.1,4.2,166,161.18,166.05,189.36,152.2,145.22,148.19,171.25,21885,5.231409661,3.212914098,5.121135894,5.355187953,6.199812331,0.441
2608909,485,PE,0,66,3.1,3.1,3.7,4,174,173.07,174.7,178.9,171,153.63,164.88,170.83,57238,-1.645371157,0.12753483,0.137446835,0.139687114,0.153604726,0.539
2609006,494,PE,0,84,2.9,3.2,3.1,3.3,162.6,163.3,160.83,166.71,154,147.43,145.03,153.79,23521,0.769884313,2.258138494,2.220030833,2.407731695,2.790776035,0.454
2609105,496,PE,0,82,2.5,3,3.5,3.4,153.4,168.06,177.44,176.28,150.6,154.63,155.84,154.76,10722,-5.780877902,0.674196489,0.865777812,0.840462599,1.034187158,0.418
2609204,507,PE,0,130,2.9,2.6,3.1,3.1,170.8,162.47,161.03,163.62,158.4,143.75,146.14,147.62,15803,-5.129932797,0.727759213,0.699164839,0.825567478,0.874168503,0.347
2609303,535,PE,1,424,2.3,2.2,3.1,3.8,147.8,156.37,161.93,166.04,133.6,138.18,144.12,160.68,13282,0.270029016,1.387821983,1.748719798,2.027927036,2.114871871,0.445
2609402,552,PE,0,24,2.9,3.2,3.6,3.3,161.4,167.41,172,164.25,153.4,151.18,158.84,151.6,55516,8.061289056,25.79223909,28.81415047,32.25756475,37.4495717,0.511
2609501,562,PE,0,52,3,3.3,3.1,3.8,168,169.81,164.07,182.05,162.2,154.68,146,167.17,30955,-0.700801499,3.300729443,3.374202203,3.807104192,4.202699416,0.522
2609600,583,PE,0,6,3.1,3.1,3.2,3.5,165,166.05,175.36,175.24,157.6,150.32,158.56,160.29,384510,3.115033578,46.048652,49.1212281,49.34499667,58.34943409,0.648
2609709,585,PE,0,87,3.3,3.7,3.9,3.4,168.2,194.79,186.84,164.7,153.8,157.25,160.18,147,23084,-0.219686064,2.993635023,2.675557325,2.80552236,2.858001879,0.441
2609808,586,PE,0,508,2.7,2.5,3.2,3.7,156.2,143.74,168.45,172.87,142.4,130.12,150.98,155.76,10884,11.21892443,7.883686906,6.547286822,9.37585034,9.962378871,0.474
2609907,588,PE,1,574,2.4,2.8,3,3.3,164.2,164.06,175.68,174.49,149.4,145.73,155.46,158.92,59078,-2.630409935,12.20343045,15.92341326,17.76138234,19.85296659,0.421
2610004,600,PE,0,105,3.1,3.7,3.7,4.2,170,173.67,178.57,191.22,162.8,158.62,161.14,170.56,54574,3.024555961,6.281447678,6.581420428,7.279478416,7.758588603,0.473
2610103,603,PE,0,191,2.1,2.7,3,4.1,146.4,162.39,164.6,188.18,141.4,151.59,150.85,173.43,10303,8.5550107,2.022302437,1.423590691,1.304522452,1.517852746,0.425
2610202,604,PE,0,141,2.7,3,4,4.4,161.8,170.03,190.92,212.71,152,156.41,172.21,174.85,24957,-0.850980469,1.591917336,1.926074931,2.109559718,2.298869697,0.402
2610301,611,PE,0,218,3.2,3.7,3.6,3.3,173.2,188.74,177.32,183.55,165,162.39,156.23,164.88,9680,-6.025761615,2.020635133,2.564565671,2.972642949,2.67259621,0.36
2610400,618,PE,1,518,2.7,3,3.4,3.7,157.4,170.71,160.24,167.6,148.2,150.99,147.39,153.4,19629,0.242132748,6.5819496,7.832675939,8.794479146,9.301510574,0.429
2610509,622,PE,0,77,2.8,3.1,3.7,3.9,160,166.22,178.56,180.11,152.6,155.61,166.62,166.41,29130,1.625243073,3.808156669,4.291769626,4.746065347,5.154968916,0.439
2610608,628,PE,0,37,2.6,3.1,3.3,3.6,161.4,169.06,165.76,170.94,152.8,151.91,152.4,159.52,48603,-0.790245233,8.541148552,8.953660965,9.441759388,10.759293,0.471
2610707,629,PE,0,13,3.3,3.2,3.5,3.9,169.8,170.86,177.53,180.43,163.8,155.9,161.47,164.58,294030,-2.583880911,134.1070024,156.8714637,173.4667718,184.2658522,0.648
2610905,647,PE,0,203,3.4,3.3,3.9,3.7,168.8,169.23,180.4,178.42,163.8,148.46,160.39,159.32,57783,0.446385535,4.421115065,5.582770908,5.826200375,6.502802478,0.482
2611002,648,PE,0,382,3.2,3.7,4.4,4.5,177.2,184.68,194.8,191.2,163.8,164.22,175.35,170.22,30788,-5.707807824,25.47378815,28.01792536,22.97143942,30.63915117,0.527
2611101,649,PE,0,636,3.3,3.6,4.1,4.8,171.2,179.76,192,209.39,166,167.53,176.58,187.09,253686,4.41625188,120.1414061,111.0207712,109.8261593,121.1337931,0.58
2611200,665,PE,0,202,2.8,3.4,3.2,4.4,185.8,192.92,181.66,203.21,167.4,165.58,162.37,181.32,12177,4.441887157,1.442114589,1.50260379,1.436364911,1.48921058,0.411
2611309,671,PE,0,58,2.8,3.1,3.7,3.5,165.2,177.27,180.7,174.42,153.8,159.21,160.35,162.69,24667,9.41606991,5.759201659,6.144411999,6.815491508,8.618412185,0.446
2611408,683,PE,0,60,2.7,3.2,3.3,3.3,157.4,172.89,174.69,177.33,146.8,157.62,154.8,165.96,11867,5.007519618,0.571321371,0.58051508,0.386595069,0.513242521,0.432
2611507,689,PE,0,151,2.8,3.2,3.5,3.5,159.6,167.12,170.38,172.11,152.2,149.63,152.21,151.82,22780,-2.16539351,1.918684084,1.994789877,2.653121026,3.381411,0.361
2611533,691,PE,0,329,3.3,4.5,4,5.7,179.4,197.36,186.89,251.4,158.4,172.44,162.67,213.7,6484,0.606992947,0.318250517,0.367439213,0.400704333,0.377278432,0.394
2611606,698,PE,0,0,3.2,3.8,4.1,4.1,157.6,176.91,182.92,185.02,149.6,160.92,165.9,169.67,1501008,4.78677087,4266.659063,3711.362444,3677.712261,4683.765117,0.66
2611705,708,PE,0,108,2.6,3.2,4.2,3.9,162,174.69,197.21,175.52,149.8,161.25,180.74,161.15,18268,1.999919956,1.273985436,1.451861146,1.754650098,1.937408712,0.426
2611804,715,PE,0,75,3.4,2.7,3.2,3.7,166.4,167.1,167.49,176.23,163.4,153.17,155.36,159.84,41717,-5.442729821,5.722672631,6.646210569,8.498515606,8.202341618,0.456
2611903,718,PE,0,74,3.4,3.7,3.4,4.7,167.6,170.02,160.28,207.09,161.6,158.42,149.43,184.81,21853,3.921165448,3.126327693,2.845716105,2.883120872,3.176217931,0.42
2612000,725,PE,0,96,2.9,3.5,3.4,4.7,173,182.83,183.89,204.39,170,171.97,168.39,185.18,15238,12.11210326,2.513455024,2.623292317,2.809935205,4.589143546,0.389
2612109,726,PE,0,84,2.4,3.1,3.7,3.5,163,182.65,191.46,175.63,150,165.16,164.11,153,7901,-0.753138849,0.533015115,0.627625787,0.690619411,1.237467154,0.402
2612307,730,PE,0,224,2.8,3,3.6,4,176.2,174.02,182.68,190.89,166.2,150.95,162.04,159.54,15112,1.345170981,0.332469178,0.404863064,0.447364928,0.456441896,0.417
2612406,731,PE,0,189,2.7,3.1,3.4,4,166.8,171.75,191.32,190.62,159.6,158.76,172.52,170.97,16415,2.694094939,4.730327012,5.435146444,5.877185315,7.036042829,0.46
2612455,733,PE,1,601,2.9,2.9,3.3,3.3,167.8,168,173.96,165.62,160,151.09,150.59,150.21,11815,1.63232387,2.470039947,2.702262693,3.455758056,3.754401154,0.341
2612471,734,PE,0,362,2.8,3.6,4,4.4,171.2,186.73,177.57,202.09,159.8,165.88,171.52,182.6,10151,-0.767637424,0.310168056,0.379303007,0.408270212,0.415801934,0.474
2612505,735,PE,0,146,3.8,3.8,4.2,4.5,178.6,184.09,189.06,199.28,166.4,161.56,170.28,178.87,72027,7.091998742,13.42981753,15.88990826,16.08048841,23.77048276,0.52
2612554,738,PE,1,632,2.9,2.6,3.1,4.4,177.8,155.49,169.62,192.45,159.4,136.35,158.14,175.16,13345,1.787319285,2.549402985,2.630938416,3.115972812,3.52815332,0.315
2612604,744,PE,0,551,2.1,2.4,3.6,3.4,157.4,161.35,194.48,181.69,142.2,144.3,161.86,157.65,42965,15.19512589,5.556097799,5.262588637,4.967722395,5.37380472,0.468
2612703,745,PE,0,113,2.9,2.8,3.7,4.3,179.6,179.18,189.93,193.24,170.6,157.46,172.08,171.89,11942,3.956216646,0.627806907,0.692422583,0.748764389,1.069685377,0.379
2612802,750,PE,0,296,2.7,3.3,3.7,4,172.8,181.25,181,181.8,163.6,161.47,170.06,171.11,10566,1.976144643,0.550437134,0.516857838,0.537129993,0.581698946,0.432
2612901,765,PE,0,144,2.5,2.8,2.9,4.1,157.2,164.17,169.92,190.94,145.4,152.02,155.29,164.38,10848,4.379538138,0.379043795,0.340683465,0.342852915,0.418755184,0.356
2613008,770,PE,0,180,2.5,3,3.3,3.6,156.2,165.36,170.18,173.16,147.4,146.84,150.84,156.09,47317,4.664729576,15.53520037,16.37429007,17.32245757,17.52443894,0.437
2613107,772,PE,0,142,2.5,3.1,3.5,4.4,150.4,165.1,171.66,198.35,139.8,149.53,154.39,175.38,35824,0.53065258,1.631168098,1.843268176,1.990864175,2.190400844,0.418
