ibgecode,mun,uf,div_regiao,distcap,ideb_2005,ideb_2007,ideb_2009,ideb_2011,mtm_2005,mtm_2007,mtm_2009,mtm_2011,lp_2005,lp_2007,lp_2009,lp_2011,pop_2005,Dpibpc_0005,pibpc_2005,pibpc_2007,pibpc_2009,pibpc_2011,idh_2000
2402600,224,RN,0,30,2.1,2.7,2.9,3.6,151.4,169.5,170.83,178.65,146.4,153.68,157.7,170.86,68856,13.30580338,1.707280716,2.032250893,2.145887386,2.158481918,0.477
2402709,226,RN,0,129,2.9,3.5,3.3,3.5,158,163.24,165.86,173.62,147,150.04,157.34,156.87,11035,-2.330674057,0.352324922,0.473639073,0.502012198,0.477750935,0.433
2403103,267,RN,0,154,3.3,3.5,3.9,4.5,170.4,179.53,192.47,201.56,162.8,164.43,166.88,187.8,41144,7.670701755,0.783343643,0.88540325,0.928086036,0.993308663,0.572
2403202,284,RN,1,352,3.4,3.7,3.7,4,174,171.99,169.72,179.79,157.2,154.84,160.02,168.78,6617,2.847449656,0.319787175,0.326120061,0.331458959,0.345998682,0.433
2403251,618,RN,0,15,3.2,3.8,4,4.1,161.8,180.28,184.97,188.6,156.2,161.77,168.99,173.67,163144,9.328306067,47.82846149,58.72471239,68.87067964,74.14244309,0.629
2403301,289,RN,1,345,2.4,3.3,3.4,3.7,171.2,175.2,193.51,194.64,161.4,151.99,171.93,172.34,4847,-2.88673757,0.400952965,0.648375794,0.684692942,0.813892338,0.453
2403400,290,RN,0,210,3.3,3.6,4,4.3,167,170.79,187.41,187.68,156.8,153.72,163.77,176.86,5772,-2.703885675,0.493462315,0.593693002,0.683401546,0.724781903,0.494
2403608,297,RN,0,15,2.8,2.8,3.1,3.4,171.2,165.38,175.24,177.41,155.2,144.48,162.67,165.83,22473,3.466684131,5.126138614,17.53288046,6.167268924,6.591627172,0.528
2403707,303,RN,1,275,2.3,3.3,4.5,4.9,162.2,160.59,196.31,208.98,151,152.85,180.95,180.89,5216,-5.816616053,1.867837053,2.786287332,1.596553539,1.754841286,0.478
2403756,304,RN,0,147,1.5,2,2.7,2.3,132.4,161.3,167.41,181.12,135,136.12,147.94,161.97,2561,8.488156584,0.664614063,0.87297652,0.892536882,1.044090056,0.476
2403806,306,RN,0,182,2.1,3,3.8,4.1,158.6,162.51,170.67,187.07,151.4,147.67,168.68,163.41,8937,4.656661622,1.379370629,2.094388659,2.523685192,2.600539985,0.492
2404002,324,RN,0,294,2.6,2.2,3.3,3.6,165,176.67,191.8,190.26,167.8,154.03,171.31,168.77,4541,-0.462075599,0.581778898,0.672055092,0.674500345,0.685535486,0.461
2404200,334,RN,0,52,2.4,3.1,3.7,4.1,152,169.96,192.62,199.54,143.8,154.93,169.34,183.55,17764,12.15560293,13.98192198,15.99884693,18.41983884,18.7629058,0.476
2404309,335,RN,1,259,2.8,2.6,3.3,3.2,154,159.06,180.03,178.61,150.6,140.04,158.3,160.3,12602,14.60906444,20.98521548,15.01824902,10.75917637,16.30015353,0.45
2404408,342,RN,1,234,2.3,3,3.2,3.6,139.4,161.16,173.59,173.29,132.4,139.89,145.19,156.46,8852,4.911740516,5.581660634,6.332324526,4.942882543,6.378332933,0.495
2404507,345,RN,0,145,2.6,3.6,3.6,4.1,161.2,175.64,181.01,184.18,156,157.64,165.22,178.39,9444,20.75716118,23.87163058,41.48289957,42.16152366,56.78030384,0.444
2404606,364,RN,0,38,2.8,3.8,4.2,4.1,176.6,170.82,191.47,198.18,174,161.88,175.33,171.76,10965,1.273766815,0.900025814,1.27988418,1.189773069,1.242135552,0.381
2404853,394,RN,0,185,2.1,2.7,2.9,3.5,145.4,160.15,155.46,168.09,136.8,144.69,137.24,158.57,7182,6.805399011,1.183497646,1.10838913,1.272093904,1.915819439,0.454
2404903,408,RN,1,308,2.7,3.1,4,4.2,159,169.56,193,186.97,147.2,144.67,161.22,163.85,5503,-2.665509824,0.247055615,0.281734921,0.293573865,0.32250058,0.517
2405009,411,RN,0,130,2.4,3.5,3.3,3.8,154,168.26,169.17,175.16,148.2,158.38,150.59,164.3,8189,NA,0.558987365,0.315599232,0.313674261,0.251019118,0.458
2405108,419,RN,0,113,2.4,3.4,3,3.6,155.2,164.79,164.58,168.56,147.4,149.78,149.8,161.83,6550,-2.678438904,0.884186162,1.113589721,1.11322393,1.176549264,0.413
2405207,420,RN,0,245,2.2,3.1,3.3,3.6,139.6,160.2,177.37,176.5,133.2,141.83,160.51,160.95,5355,8.794742233,0.656530476,0.608064315,0.735182999,0.745849002,0.471
2405405,422,RN,0,110,1.8,2.7,2.7,2.6,159.2,152.17,156.83,158.58,132.8,136.57,140.54,140.43,6488,-5.057748958,0.866065943,1.257745211,1.347587439,1.338271912,0.395
2405603,426,RN,0,246,1.9,3.2,3.5,3.7,151.6,167.6,189.2,189.86,137,147.23,163.03,164.87,13270,1.919096787,1.82426167,3.518025702,4.625190259,5.222764724,0.46
2405702,428,RN,0,194,2.7,3.6,4,4.8,163.8,170.9,190.42,206.63,152,152.08,172.48,185.77,12167,-0.339257298,4.482020548,3.741710716,3.441342676,3.551945132,0.571
2405801,437,RN,0,73,2.4,3.2,2.9,3,152.8,160.48,155.21,162.94,143.8,150.28,140.72,148.77,31374,0.124663119,2.81517094,3.365958773,3.594467005,3.873772281,0.457
2405900,439,RN,0,291,2.1,1.7,2.8,2.5,185.6,159.64,168.75,172.59,163,138.61,148.69,157.43,2560,2.414444264,0.295266906,0.35958968,0.337236394,0.350523821,0.358
2406007,444,RN,1,345,1.6,3,3.9,3.7,130.8,177.41,183.51,192.31,137.4,157.54,169.13,175.09,6144,-1.023406375,1.117441225,1.703937008,1.76240719,1.626720456,0.445
2406106,452,RN,0,202,2.2,2.9,3.5,4,153.2,158.98,183.09,186.93,144.6,139.31,159.32,176.45,18970,1.927664065,2.291219778,3.29140373,3.20405998,3.269409283,0.449
2406155,455,RN,0,NA,1.7,3.1,2.9,3.2,141.4,167.25,175.24,172.23,132.6,151.82,146.92,143.15,3161,NA,0.440364583,0.608517188,0.663018621,0.627685528,0.404
2406205,462,RN,0,79,1.6,2.4,3.2,3,134.8,142.62,169.86,158.15,135.4,128.61,156.03,149.56,5979,16.59143006,0.484588644,0.385844949,0.381050292,0.556280719,0.416
2406304,464,RN,0,47,1.9,3,3.1,4,164.8,161.47,172.97,186.85,138.4,142,150.74,170.77,7238,0.667608874,0.281219701,0.321965826,0.2978985,0.310377732,0.366
2406502,475,RN,0,47,1.9,3.1,4.3,3.9,145,176.7,208.13,185.97,136,150.14,172.72,162.13,12855,12.6986781,2.432251589,2.245707353,2.387125938,2.764728349,0.444
2406601,476,RN,0,47,2.5,2.7,3.3,4.3,167.2,157.02,180.95,194.93,156,140.54,150.03,177.63,7233,8.529207382,0.943845131,1.068924724,0.929174201,1.149872581,0.357
2406700,480,RN,0,115,2.6,3.6,3.4,3.7,150.6,166.7,173.05,177.41,143,152.84,157.69,161.2,9845,1.804838822,0.550056143,0.575683449,0.547353796,0.568369794,0.486
2407005,491,RN,1,359,2.5,3.1,3.1,3.6,158.8,171.66,190.54,183.33,141.6,150.64,166.87,165.8,9509,4.97888575,0.457084068,0.653547937,0.672630212,0.755364807,0.425
2407104,493,RN,0,17,2.4,3,2.9,3.5,149.4,167.12,164.92,179.7,138.8,147.1,150.45,167.07,62046,13.17947167,21.33886393,27.45085379,28.30813761,29.4901411,0.508
2407203,495,RN,0,175,2.7,2.9,3.2,3.1,149.2,166.46,173.86,167.42,143.2,148.75,155.23,147.88,25521,14.76306801,14.28258543,12.0689596,8.989654624,12.3250228,0.556
2407302,510,RN,1,332,2.5,2.8,2.7,4.1,167.2,162.09,163.54,189.48,154.6,138.7,144.03,175.18,8097,1.330228653,0.243542631,0.323106662,0.331093601,0.359557668,0.425
2407401,517,RN,0,301,2.4,3.1,3.2,3.7,145,166.73,176.54,176.22,131.4,146.36,151.64,160.69,7577,2.411835708,1.494860814,1.872699744,1.851087814,2.030281008,0.516
2407500,526,RN,0,31,1.9,3.7,3.4,3.4,136.2,172.03,165.09,166.71,137.8,172.16,161.64,155.24,9277,3.816333863,0.518106234,0.654386687,0.629328309,0.67726085,0.425
2407609,528,RN,0,257,2.8,2.8,3.3,2.9,151.2,154.24,171.22,157.5,143.4,134.52,154.15,142.36,3909,2.231303118,0.557400838,0.662135922,0.714266267,0.950380152,0.472
2407708,543,RN,0,77,2.6,3.1,3.3,3.7,150.8,163.04,174.5,190.04,133.6,147.03,156.12,167.11,13404,2.032641181,1.181368821,1.551694855,1.604322414,2.215453051,0.408
2407807,544,RN,0,33,1.9,3.2,3,2.9,146,164.93,163.49,163.96,148.4,144.69,153.73,152.88,20755,0.722255415,1.005084795,1.237244667,1.27956959,1.296831072,0.465
2407906,546,RN,0,96,2.2,3.1,2.7,3.3,159.8,162.83,152.29,162.38,148.8,141,140.16,153.67,2403,-1.753743253,0.299336754,0.404143948,0.415015491,0.454553035,0.433
2408003,556,RN,1,246,3.2,3.1,4.4,5.1,157.8,158.41,198.65,211.09,149.8,141.35,181.16,192.13,227357,17.44105868,79.22639162,62.40252708,55.64044365,63.33501116,0.596
2408102,560,RN,0,0,3.3,3.7,3.7,4,159.8,172.52,181.35,188.27,152,155.2,164.7,173.08,778040,1.313442784,569.2492182,643.4593705,691.5696517,728.7270623,0.664
2408201,566,RN,0,33,2.5,3.3,3.6,3.9,173,168.63,178.79,181.55,149,162.07,164.64,167.45,22239,10.32500011,5.123036649,5.651545166,5.465438219,5.816091954,0.484
2408300,569,RN,0,80,2.6,3.7,2.7,3,164,181.95,157.33,165.73,144.6,161.28,144.16,151.58,36203,3.503653103,2.023942266,2.871637513,3.103116556,3.235745652,0.465
2408409,582,RN,0,277,1.4,2.1,3.2,3.6,156.8,158.09,160.14,177.94,143.2,143,147.07,160.48,4389,-0.220814858,0.377176678,0.417355177,0.425269646,0.441058987,0.477
2408508,589,RN,0,217,3.1,3,4.1,4.5,172.6,162.19,193.67,199.38,165.2,148.98,174.6,188.48,4743,3.31258398,0.46536699,0.54202822,0.505122689,0.473743833,0.542
2408706,613,RN,0,210,2.5,2.6,2.8,3.1,158.8,154.79,155.16,163.48,138.4,135.01,130.44,158.23,4145,-0.52374078,0.515909261,0.625534012,0.601262826,0.608457511,0.486
2408805,614,RN,0,94,2.4,3.4,2.3,4.5,168,168.21,169.82,200.02,155.2,150.6,144.3,191.27,4541,4.096934552,0.506977598,0.576504328,0.480626262,0.555316478,0.385
2408904,615,RN,0,188,2.7,3.5,4.3,4.9,163.6,184.04,198.79,215.01,141,154.29,169.62,192.99,20412,4.223554805,7.151234028,6.312483711,6.645529884,7.502232143,0.54
2408953,717,RN,0,61,1.7,3.1,2.7,2.8,144.2,160.32,162.68,157.67,130.6,148.55,140.44,142.54,10260,20.75716118,3.118991332,2.902197642,3.225067577,3.72003632,0.398
2409100,619,RN,0,86,2.9,3.3,3.5,3.4,174.2,172.8,176.53,167.17,163.8,158.96,156.94,152.82,9460,1.141425739,2.461151737,2.815842651,2.942349206,2.942533333,0.445
2409209,620,RN,0,57,2.5,2.6,4.2,3.6,161.4,172.94,207.64,174.17,157.2,154.65,180.07,169.8,2843,20.75716118,0.695199156,0.72682545,0.723331187,0.895064031,0.464
2409308,625,RN,0,271,2.8,3.1,2.7,3.2,160.2,178.26,170.81,171.46,148.6,150.95,147.42,161.55,10814,-1.09770205,0.916983,0.928980037,0.87649773,1.094996075,0.515
2409332,743,RN,0,54,3,2.7,2.9,3.3,175,158.17,177.03,193.31,155,136.28,158.03,164.14,4373,1.870943399,0.224524231,0.298760939,0.288296207,0.260722608,0.408
2409407,627,RN,1,333,3.1,2.8,3.3,3.6,172.6,164.77,170.45,185.22,163.4,154.05,157.46,164.3,27221,20.75716118,9.470864662,8.093070652,8.281103498,9.282472325,0.584
2409506,634,RN,0,103,1.6,2.6,3.1,3.8,137,158.42,185.03,185.48,139.8,145.01,161.02,176.97,4348,8.318179193,0.57303815,0.704514944,0.690645533,0.68968723,0.419
2409704,638,RN,0,134,2.1,2.3,2.3,3.4,159.8,162.99,167.22,173.74,147.4,139.07,146.37,182.62,5850,-3.164800475,0.57164911,0.613649432,0.673164943,0.770679621,0.469
2409803,642,RN,0,71,1.9,3.2,3.5,3,157.2,175.38,176.82,167.08,146.4,157.07,163.58,151.47,13995,3.308055897,3.038328862,3.415918995,3.544828434,3.795594077,0.427
2409902,644,RN,0,178,2.3,3.1,3.2,3.6,156.4,157.67,168.03,171.62,144.6,143.66,151.16,161.37,11618,-1.200187818,3.004274739,3.947245737,2.961592506,3.865955642,0.493
2410009,654,RN,1,318,3.3,3.4,3.2,3.2,166.8,164.15,163.25,179.04,152.8,154.25,150.38,162.78,3529,6.775969134,0.284513141,0.350689345,0.398304701,0.413150948,0.443
2410108,667,RN,0,54,1.9,2.8,3,3.2,138.2,189.36,163.29,162.24,135.2,154.01,144.11,147.15,13392,14.38759756,2.42958473,2.893905473,2.928410572,3.106746874,0.426
2410207,673,RN,1,309,2.8,3,3,4,170,164.01,168.69,201.03,168.6,149.73,146.32,175.84,6990,10.89985052,0.58694489,0.632361007,0.679444178,0.716220696,0.452
2410256,677,RN,0,192,2.8,3.5,3.2,3.7,161.8,175.31,171.59,183.11,152,153.08,157.99,161.72,4780,20.75716118,4.146630511,2.958878309,1.560788646,2.1305549,0.395
2410306,682,RN,0,66,2.9,3.7,3.4,4.2,164.4,184.96,173.79,184.85,159,159.68,144.2,161.23,7638,5.3894193,0.49398753,0.584788514,0.57493188,0.663317665,0.444
2410405,685,RN,0,53,2.2,3.2,3.2,3.1,159.2,182.57,176.41,167.91,156.4,157.48,159.93,154.51,7061,7.306534666,1.422875699,1.630193336,1.660022687,1.836188337,0.431
2410504,696,RN,1,337,2.4,3.2,4,4.3,141.6,194.65,184.94,200.04,134,169.54,181.37,181.18,4820,4.66663833,0.088393109,0.103185813,0.101487306,0.105462496,0.489
2410702,707,RN,1,304,2.7,2.7,2.3,4.1,163.8,151.16,168.07,181.17,150,143.03,150.44,167.24,2735,6.890508831,0.746918164,0.881182647,0.875477162,0.965969719,0.443
2410801,709,RN,1,348,3.2,3.7,4.1,3.4,169.2,174.59,179.89,186.5,168.6,156.32,171.15,181.02,4338,-0.866553641,0.410687941,0.546044933,0.554525935,0.592244418,0.441
2410900,713,RN,0,68,2,2.3,3.2,3.1,155.2,163.02,161.18,157.2,141.4,141.9,147.23,145.72,5725,-0.151883366,0.550216539,0.767210395,0.771954521,0.855773095,0.459
2411007,721,RN,1,316,2.5,3.9,3.1,3.4,158.4,184.3,165.14,173.74,142.8,162.12,146.63,155.91,3972,2.512776861,0.260897158,0.292503958,0.269657053,0.280427607,0.496
2411056,903,RN,1,250,2.5,2.7,3,3.3,152.2,148.43,156.79,171.62,151.2,134.46,144.03,151.74,3934,0.319748075,0.871971384,1.18705083,0.945346183,0.937492019,0.503
2411106,723,RN,0,81,2.5,3,2.8,4.2,148,168.74,146.83,187.56,132.6,140.1,134.04,170.75,3925,12.85010185,0.347759297,0.372883025,0.395895272,0.395683812,0.41
2411205,733,RN,0,102,2.6,3.5,3.5,3.8,153.6,172.31,172.6,174.29,140.4,154.01,150.29,163.85,32948,0.599915468,5.528789764,7.092597858,7.099981502,8.292569208,0.513
2411403,754,RN,0,161,2.3,3.2,3.3,3.6,154.4,165.39,171.05,178.87,142.8,152.46,161.36,162.37,16973,20.75716118,3.26415547,3.360233787,3.361193014,3.038304808,0.431
2411429,756,RN,0,200,3.2,4,4.5,4,161.6,182.41,218.66,197.43,145,167.64,190.89,189.55,2294,-0.262961357,0.259045009,0.471846097,0.559324578,0.617033187,0.526
2411502,760,RN,0,64,2.3,3.5,3.5,4.1,153.2,169.28,175.46,191.8,137.4,149.33,158.66,181.97,20665,4.718696926,2.283113106,1.714167597,1.958652199,2.314781304,0.483
2411908,779,RN,1,326,2.1,2.3,3.1,4.1,149.2,155.93,187.4,188.61,138.4,143.64,170.05,182.9,3909,2.880094885,0.244264365,0.281459912,0.288285493,0.263491591,0.484
2412005,781,RN,0,13,2.6,3,3.2,3.3,157,162.12,177.7,175.87,147.8,144.46,161.31,163.33,84788,20.07491582,20.61039716,23.18272605,26.79469255,27.22852025,0.524
2412104,794,RN,0,243,2.1,4.4,5.3,5.2,141.8,199.69,219.22,223.44,129.8,171.08,194.68,208.36,5833,-6.344084237,0.092247865,0.119413939,0.119654016,0.122080975,0.533
2412203,801,RN,0,31,2.3,2.8,3,3.4,142.2,161.95,164.93,179.57,136.6,143.87,152.26,158.79,39148,9.342835462,5.42600558,9.434879227,11.21364954,12.30072003,0.494
2412302,807,RN,0,80,1.9,2.7,3,2.7,160.4,161,171.7,167.11,141.2,145.12,148.8,147.65,12080,3.73979131,0.845159059,0.935821306,0.916090098,0.899132321,0.448
2412401,813,RN,0,198,2.9,3.8,4.6,4.9,148.4,174.08,195.51,195.81,140.8,156.17,177.36,178.98,4153,2.761414248,0.824868402,0.977644335,0.913323081,1.040496408,0.588
2412500,822,RN,1,367,2.7,3.7,3.8,4.2,162.4,187.37,190.84,196.25,151.2,161.9,167.59,178,21211,2.722591908,1.882165943,2.943930284,3.394596116,3.706519321,0.451
2412559,826,RN,0,88,2.4,2.9,3.4,3.9,159.2,173.23,192.75,209.49,147.6,156.92,168.48,186.4,8680,5.405749636,0.939643072,1.045494622,0.95756526,0.892586927,0.403
2412609,828,RN,0,62,2.8,3.4,3.3,3.9,162.2,169.34,171.18,180.66,149.8,150.34,151.72,162.95,15133,8.975668654,1.427670245,1.230449496,1.468133245,1.816518982,0.475
2412708,829,RN,0,48,2.3,2.8,2.9,3.5,165,167.85,168.39,177.39,143.4,149.64,145.25,160.3,6624,-0.901970655,0.415617941,0.493904241,0.479373201,0.507272927,0.392
2412807,831,RN,0,190,2.5,2.9,3.4,4,141.6,159.35,173.39,187.18,137.2,139.68,162.51,177.4,8425,20.75716118,2.283765552,1.928005991,1.959194269,2.058527376,0.469
2412906,835,RN,0,98,2.3,2.9,2.9,3.9,159.8,173.87,163.5,179.46,148.6,146.99,145.71,160.8,10380,-4.058143481,0.661154832,0.866014628,0.854649225,0.912601005,0.432
2413003,836,RN,0,170,2.6,3.4,3.9,3.9,160,177.6,183.32,178.49,147.6,158.9,170.01,164.18,6042,-0.154339084,0.282218423,0.301994527,0.315375897,0.318455725,0.492
2413102,842,RN,0,60,2.5,3,2.8,3.2,155.8,159.01,152.37,165.92,145.2,148.46,143,149.58,5478,7.714551815,0.993041843,0.980147428,1.017206306,0.985209532,0.434
2413201,843,RN,0,42,2.1,2.4,2.9,3.1,154.4,163.12,170.68,171.88,146.4,139.4,154.17,157.84,3702,14.51476993,0.441218779,0.458762429,0.431138236,0.439354574,0.486
2413359,849,RN,1,213,2.8,3.6,3.8,3.6,165.4,171.26,187.01,180.58,161.6,150.94,161.13,153.74,8375,6.593930653,0.853710607,1.049685641,1.006698909,0.920719844,0.463
2413409,851,RN,0,261,2.5,3.3,3.7,3.7,154.2,172.89,180.4,181.62,152.6,153.54,164.77,160.5,7567,-0.064457198,1.147489012,1.255939295,1.127145886,1.256343936,0.454
2413557,856,RN,0,306,2.3,2.2,2.9,3.3,160.8,150.78,164.92,188.25,146.8,138.22,151.33,161.36,4268,-0.1176347,0.398714183,0.60586137,0.63718337,1.05221902,0.46
2413607,860,RN,1,304,2.4,3.5,2.9,3.3,169.4,172.36,155.02,169.43,165.8,166.46,146.57,167.05,10693,-1.688589119,1.235122307,1.076150814,0.930732484,1.021470497,0.469
2413706,865,RN,0,85,2.8,3.1,2.5,4.3,165.4,163.23,139.39,186.36,153,141.98,127.03,170.51,4353,1.617484745,0.507082336,0.672231055,0.713500993,0.707964602,0.41
2413904,883,RN,0,47,2.2,2.4,2.7,3.8,163,161.92,156.57,177.98,147.6,136.75,137.75,156.95,12208,6.456108407,0.832029653,0.835881556,0.863866649,0.904201367,0.396
2414001,887,RN,0,79,2.9,3.8,3.2,3.3,159.6,171,162.04,164.57,148.4,156.62,146.96,151.96,13312,2.068902848,3.661637068,4.02819308,4.2271018,4.306622851,0.454
2414100,896,RN,1,337,2.4,3.2,3.7,3.8,148.4,170.9,181.77,178.41,139.8,151.81,168.03,164.68,8465,0.545038645,0.473064863,0.606308332,0.635362567,0.690607366,0.405
2414159,897,RN,0,172,2.8,3.2,3.8,3.7,154.4,164.91,186.28,185.99,153,150.12,168.31,167.58,5058,5.412985026,0.871776375,0.825286478,0.882062843,0.908194566,0.462
2414209,904,RN,0,45,2.1,3.7,3.4,3.4,156.4,181.76,176.23,173.13,138,159.96,165.42,160.51,8867,16.20290626,0.010831625,0.011243075,0.011492447,0.013382809,0.511
2414407,908,RN,0,72,1.8,2.6,2.8,NA,133.8,164.08,167.69,NA,131.4,140.88,146.37,NA,32052,7.494796506,3.695779204,5.798747013,6.241055456,6.320045711,0.404
2414456,913,RN,0,219,2.5,2.8,3.3,3.5,165.6,158.73,181.25,184.84,156,142.79,151.12,160.94,3715,-5.705389421,0.198820483,0.29824771,0.284228571,0.299440369,0.393
2414506,920,RN,0,289,2.2,2.5,3.2,3.2,156.4,148.96,174.31,177.76,141.6,135.56,151.93,159.11,11097,3.650481033,3.315376137,3.847009082,4.085053546,4.193241816,0.482
2414605,924,RN,0,228,2.6,2.6,3.7,3.9,144.4,150.35,182.91,180.8,133.8,135.65,169.56,172.86,12463,5.156302999,3.857817869,3.77801969,3.64935666,3.875399052,0.416
2414704,930,RN,0,64,2.1,2.7,3,2.9,152.6,170.45,155.46,150.25,136,156.41,139.92,144.36,4893,-5.000176572,0.274361279,0.298902863,0.307177547,0.342640712,0.437
2414753,934,RN,1,367,2,3.2,3,4.2,153.8,168.95,158.5,190.13,151,144.28,146.69,167.3,3751,8.787200513,0.42589381,0.489462592,0.498622942,0.57947045,0.334
2414803,936,RN,0,37,2.4,3.5,3.4,3.7,149.6,168.08,176.29,180.8,135.4,148,157.09,163.31,8868,2.636274908,0.40129946,0.553498805,0.570333828,0.56012029,0.466
2414902,942,RN,1,304,2.1,3.1,3.1,4.7,140.4,173.34,186.18,197.98,127,157.88,163.07,178.32,1654,5.127358558,0.172470282,0.181369715,0.156755567,0.161479694,0.468
2415008,945,RN,0,59,1.8,2.3,2.8,3,153.6,156.66,167,168.61,158,146.21,152.87,151.13,2673,7.939288365,0.819332846,0.758017176,0.762522037,0.817737906,0.418
2500106,14,PB,0,310,3.6,3.6,4.1,4.5,184,177.92,200.38,202.93,166.6,161.42,172.49,174.51,8486,1.559993126,4.099610067,4.969737727,5.412280702,5.818119891,0.415
2500304,20,PB,0,85,2.6,2.7,2.8,3.3,171.2,174.68,182.81,195.37,163.4,160.93,165.36,173.04,28568,-5.194855263,19.57503442,23.80932203,23.3760218,24.43960924,0.426
2500403,21,PB,0,99,2.2,3,3.5,3.3,156,174.7,175.99,170.74,151.4,163.22,164.56,155.81,19059,10.65335971,0.503387038,0.554576668,0.593932415,0.501183922,0.389
2500502,22,PB,0,78,2.2,2.2,3.2,3.6,164.6,162.3,180.19,181.75,148.2,140.83,164.05,159.97,12895,3.764619678,1.720122485,1.825974697,1.970926358,2.083868786,0.411
2500536,25,PB,0,149,2.8,3.6,3.6,3.9,152.2,173.55,183.16,183.71,143.8,158.96,167.94,170.66,5397,4.513014811,2.564571732,2.659096981,2.806526807,3.016116035,0.408
2500601,29,PB,0,36,2.8,3.2,3.1,3.1,177.8,174.66,168.58,165.78,165.2,160.56,158.68,147.79,17570,1.142039882,2.310090899,4.090376346,4.169530904,3.893789478,0.415
2500775,50,PB,0,358,3.1,3.9,3.3,3.9,169,188.06,159.79,178.84,160,166.55,147.65,166.63,7160,5.501328593,0.984824504,1.101318467,1.248359888,1.361335583,0.425
2500809,54,PB,0,64,2,3.1,3.4,2.9,165.2,166.25,181,164.53,152.8,147.44,171.59,148.54,17923,4.646051964,6.048314171,6.627018454,6.853848331,6.871728127,0.389
2500908,57,PB,0,104,2.1,3.1,4,3.8,154.6,175.07,199.87,189.27,152.2,154.7,182.85,169.26,12558,1.268977337,3.167583425,3.821583004,3.958318099,4.310089599,0.387
2501005,61,PB,0,115,2.6,2.6,3.2,3.5,152.4,165.69,169.17,166.08,148.6,156.94,153.33,148.53,17326,1.391134647,3.08290463,3.714425332,3.598425943,3.628289474,0.381
2501104,64,PB,0,93,2.7,2.8,2.6,3.1,162.2,175.19,150.03,151.42,169,147.7,141.15,151.89,24879,-6.344084237,2.473810093,2.954956629,3.004277567,3.027459159,0.425
2501203,66,PB,0,118,2.8,3.3,4.5,4.8,160,178.08,202,202.9,160,164.6,175.27,185.77,6016,-3.503429948,2.343879289,2.865271753,2.860603065,3.228304406,0.448
2501302,71,PB,0,105,2.5,2.9,3.1,3.7,164.2,164.26,176.62,177.9,158.4,147.27,152.76,167.43,19179,6.142658943,8.049476689,7.659762566,8.432248664,8.677716849,0.382
2501351,74,PB,0,206,2.1,4,3.4,3.9,145.2,191.56,190.86,189.16,141.6,177.36,161.19,184.57,3254,3.348655551,0.170260448,0.236296155,0.234472768,0.247929768,0.406
2501401,79,PB,0,48,3,3.4,3.5,4.6,178,177.69,190.08,204.63,148.2,166.37,167.35,186.13,7188,5.357286919,3.766590389,4.150667351,4.336701997,4.75971186,0.413
2501500,84,PB,0,94,2.4,2.4,3.7,4.1,165.2,159.48,188.63,187.95,160.4,142.35,169.41,167.33,20966,0.62637351,2.105376684,2.058820486,2.239696258,2.244039597,0.401
2501534,85,PB,0,162,2.5,3.2,3.6,4.7,157.2,179.46,195.31,209.52,151.8,157.6,172.43,183.19,3604,-2.460335761,0.498815069,0.592733483,0.607383555,0.653559061,0.398
2501575,91,PB,0,133,3,3.1,3.2,3.9,191.2,164.28,165.77,184.44,158,151.65,144.64,162.52,8440,0.40090946,0.334022507,0.35938585,0.409294943,0.385379083,0.407
2501609,90,PB,0,139,2.2,3.2,3.5,4.5,168.8,185.1,191.99,232.37,156.4,167.04,163.76,199.45,12189,7.012671977,18.03948577,16.50034892,17.57997312,16.21631001,0.382
2501708,92,PB,0,175,2.5,4.4,3,4.8,162.8,200.93,173.26,210.64,161,179.4,157.37,176.89,5235,2.133684889,0.64124313,0.583233819,0.712793434,0.670414933,0.429
2501807,102,PB,0,8,2.5,2.9,3.3,4,169.2,174.3,183.67,183.01,160.2,158.66,167.42,168.68,93870,-2.697133824,46.18281313,49.98604152,50.22260392,53.79154443,0.505
2501906,106,PB,0,88,2.5,2.9,3.7,3.9,153.8,165.13,183.54,189.26,147.2,145.66,168.22,173.23,17206,-1.432562582,10.33455028,10.47547724,10.78647587,11.28558449,0.424
2502003,109,PB,0,313,1.9,2.3,3,3.7,154.2,156.75,167.28,179.91,143.4,142.75,153.69,171.38,6303,0.038043743,2.253455084,2.701102589,2.953229914,3.212919776,0.423
2502052,114,PB,1,414,1.8,2.5,3.3,4.5,155,184.46,189.53,199.05,142.8,154.86,161.09,194.06,2779,-6.215564087,0.949804283,1.194621373,1.309938873,1.406904762,0.391
2502151,122,PB,0,153,4,4,4.5,4.6,185.8,200.57,206.84,199.27,164.6,167.81,176.37,181.87,5487,10.6836299,2.886477462,4.339208142,3.832188893,4.813032521,0.498
2502201,128,PB,1,420,2.4,2.5,3.6,3.8,165.4,160.84,193.09,190.93,164,153.03,174.95,178.53,2480,2.734440129,0.171334068,0.198236546,0.196695813,0.21674556,0.415
2502300,129,PB,0,347,3.4,3.3,3.9,3.8,169.4,158.58,181.61,185.01,161.8,155.34,163.64,165.19,4664,1.914234124,2.614029026,2.791208791,3.013928368,2.900870542,0.46
2502409,132,PB,1,404,3.3,3,3.8,3.6,190.4,189.9,202.2,180.63,173.6,172.05,174.34,167.87,9347,4.406655905,1.232112436,1.436212678,1.647104247,1.756578398,0.413
